1024	.0048017000	.0014598000
2048	.0519776000	.0055068000
3072	.1401073000	.0124297000
4096	.2582783000	.0218783000
5120	.2944162000	.0344897000
6144	.8815453000	.0497737000
7168	.5632102000	.0675118000
8192	.9608658000	.0881378000
9216	1.4716648000	.1110137000
10240	1.3829158000	.1386242000
11264	1.3044599000	.1647564000
12288	3.7689056000	.1988931000
13312	1.8199825000	.2360187000
14336	2.4978469000	.2729595000
15360	3.3405226000	.3092040000
16384	3.3031393000	.3627411000
