1 5.8028972000 7.6764987000 7.6647249000 7.5962783000
2 - 5.8343810000 3.5304185000 4.1587444000
3 - 5.6386254000 2.4096637000 2.8371803000
4 - 5.6937048000 1.8159850000 2.0674552000
