10000 .0002602800 
20000 .0002587800 
30000 .0002523400 
40000 .0002660800 
50000 .0002540800 
60000 .0002914200 
70000 .0002566000 
80000 .0002733600 
90000 .0002932800 
100000 .0002598600 
