10000 .0000485800 
20000 .0000969400 
30000 .0001080800 
40000 .0001481600 
50000 .0001813400 
60000 .0002186600 
70000 .0002536200 
80000 .0002887400 
90000 .0003261400 
100000 .0003632600 
