128 .5309246000 374521659 136327771 .1655971000 274743552 69415148
256 .5316974000 357525459 135688640 .1652988000 274508183 35205400
512 .5311310000 347626966 135443794 .1661674000 272990148 18175278
1024 .5253725000 341770375 134839155 .1657169000 271323803 9177993
